DamageBetween20001and3000,DamageGreaterThan3000,MajorDamage_rent,Estimate!!HOUSING OCCUPANCY!!Total housing units,Percent!!HOUSING OCCUPANCY!!Total housing units,Estimate!!HOUSING OCCUPANCY!!Total housing units!!Occupied housing units,Percent!!HOUSING OCCUPANCY!!Total housing units!!Occupied housing units,Estimate!!YEAR STRUCTURE BUILT!!Total housing units!!Built 2020 or later,Percent!!YEAR STRUCTURE BUILT!!Total housing units!!Built 2020 or later,Estimate!!YEAR STRUCTURE BUILT!!Total housing units!!Built 2010 to 2019,Percent!!YEAR STRUCTURE BUILT!!Total housing units!!Built 2010 to 2019,Estimate!!YEAR STRUCTURE BUILT!!Total housing units!!Built 2000 to 2009,Percent!!YEAR STRUCTURE BUILT!!Total housing units!!Built 2000 to 2009,Estimate!!YEAR STRUCTURE BUILT!!Total housing units!!Built 1990 to 1999,Percent!!YEAR STRUCTURE BUILT!!Total housing units!!Built 1990 to 1999,Estimate!!YEAR STRUCTURE BUILT!!Total housing units!!Built 1980 to 1989,Percent!!YEAR STRUCTURE BUILT!!Total housing units!!Built 1980 to 1989,Estimate!!YEAR STRUCTURE BUILT!!Total housing units!!Built 1970 to 1979,Percent!!YEAR STRUCTURE BUILT!!Total housing units!!Built 1970 to 1979,Estimate!!YEAR STRUCTURE BUILT!!Total housing units!!Built 1960 to 1969,Percent!!YEAR STRUCTURE BUILT!!Total housing units!!Built 1960 to 1969,Estimate!!YEAR STRUCTURE BUILT!!Total housing units!!Built 1950 to 1959,Percent!!YEAR STRUCTURE BUILT!!Total housing units!!Built 1950 to 1959,Estimate!!YEAR STRUCTURE BUILT!!Total housing units!!Built 1940 to 1949,Percent!!YEAR STRUCTURE BUILT!!Total housing units!!Built 1940 to 1949,Estimate!!YEAR STRUCTURE BUILT!!Total housing units!!Built 1939 or earlier,Percent!!YEAR STRUCTURE BUILT!!Total housing units!!Built 1939 or earlier,Max Wind,Max Pressure,dist_from_landfall
0.0,5.0,0.0,10481.0,10481.0,8468.0,80.8,0,0.0,0,0.0,400,3.5,1735,15.7,2458,23.7,2136,20.5,1443,14.3,645,6.4,349,3.4,714,6.3,105,946,383.14080515178216
0.0,0.0,,12197.0,12197.0,10114.0,82.9,0,0.0,0,0.0,1455,10.7,3142,25.6,2889,24.1,1937,16.3,1152,9.7,740,6.2,402,3.5,286,2.3,105,946,356.40249981250713
0.0,1.0,0.0,6901.0,6901.0,4271.0,61.9,0,0.0,0,0.0,450,5.9,1509,21.0,1844,27.1,1313,19.4,744,11.3,428,6.2,301,4.6,198,2.9,105,946,405.35820079299367
0.0,0.0,0.0,12313.0,12313.0,8506.0,69.1,0,0.0,0,0.0,1171,8.5,3131,24.8,3176,26.4,2049,16.9,1184,10.0,580,4.8,421,3.4,394,3.2,105,946,394.3464009484105
0.0,0.0,0.0,13480.0,13480.0,10828.0,80.3,0,0.0,0,0.0,1172,7.8,3140,22.7,3662,27.4,2517,19.3,1257,9.6,709,5.4,388,3.0,374,2.7,105,946,388.4219365456334
0.0,0.0,0.0,59129.0,59129.0,53522.0,90.5,0,0.0,0,0.0,4884,7.5,11134,18.6,10352,17.8,8005,13.6,6769,11.6,6473,10.8,5367,9.4,3880,6.5,105,946,636.5878662149512
0.0,0.0,,7117.0,7117.0,4511.0,63.4,0,0.0,0,0.0,277,3.6,917,12.4,1306,18.3,1458,20.3,1381,19.7,805,11.8,358,5.1,371,5.1,105,946,585.1247836131344
0.0,0.0,0.0,9568.0,9568.0,7971.0,83.3,0,0.0,0,0.0,579,5.5,1445,14.8,1541,16.3,1556,16.1,1341,14.4,931,9.7,806,8.6,842,8.6,105,946,652.7359456529801
0.0,0.0,0.0,64849.0,64849.0,58500.0,90.2,0,0.0,0,0.0,4944,6.9,11416,17.4,11835,18.4,10257,15.9,8481,13.3,6964,10.8,5078,8.1,3787,5.8,105,946,592.7377424078398
0.0,0.0,0.0,139865.0,139865.0,123935.0,88.6,0,0.0,0,0.0,10653,6.9,21506,15.4,22034,15.7,22903,16.4,20804,15.0,16926,12.2,11274,8.3,8554,6.0,105,946,601.0981461523487
0.0,0.0,0.0,54901.0,54901.0,49842.0,90.8,0,0.0,0,0.0,3689,6.1,9676,17.3,10767,19.8,9210,16.8,7206,13.4,5443,9.9,4077,7.7,3066,5.5,105,946,605.2825496455366
0.0,1.0,,39400.0,39400.0,34321.0,87.1,0,0.0,0,0.0,1857,4.3,4976,12.4,5587,14.3,6012,15.0,5807,15.0,4737,12.0,4158,10.8,3890,9.7,105,946,634.9501496180528
0.0,0.0,,19594.0,19594.0,17024.0,86.9,0,0.0,0,0.0,1048,4.8,3283,16.2,3798,19.7,3641,18.3,2975,15.8,1573,8.1,1121,5.9,1252,6.2,105,946,611.482395553318
0.0,0.0,0.0,29583.0,29583.0,25235.0,85.3,0,0.0,0,0.0,1396,4.3,3946,13.0,4972,16.8,5359,18.0,5118,17.5,3581,12.3,2390,8.2,1897,6.4,105,946,569.06527190306
0.0,0.0,0.0,15187.0,15187.0,10751.0,70.8,0,0.0,0,0.0,703,4.2,2165,13.8,2827,18.7,2771,18.2,2287,15.4,1554,10.3,1148,7.7,1095,7.1,105,946,566.3001076928379
13.0,15.0,0.0,12402.0,12402.0,6525.0,52.6,0,0.0,0,0.0,384,2.8,1279,10.0,2913,22.7,3130,26.0,1786,14.7,1054,8.8,582,4.8,760,5.9,105,946,532.1025815479614
0.0,1.0,0.0,36760.0,36760.0,31653.0,86.1,0,0.0,0,0.0,1574,3.9,4638,12.3,6068,16.5,6572,17.7,6143,17.0,4661,12.8,3344,9.3,2463,6.7,105,946,526.5112710108178
0.0,0.0,0.0,33777.0,33777.0,28401.0,84.1,0,0.0,0,0.0,1717,4.6,4450,12.9,5642,16.6,6059,17.9,5347,16.1,4006,12.0,3099,9.3,2351,7.0,105,946,538.9204653883443
2.0,7.0,0.0,48224.0,48224.0,40935.0,84.9,0,0.0,0,0.0,3471,6.5,9082,18.4,10327,21.6,8761,18.3,6243,13.3,3733,7.9,2585,5.5,2518,5.2,105,946,474.5961207624036
4.0,1.0,0.0,22799.0,22799.0,14391.0,63.1,0,0.0,0,0.0,1195,4.8,3719,15.8,4770,21.0,4568,20.0,3678,16.5,1912,8.7,969,4.3,1182,5.0,105,946,447.0984625592518
0.0,4.0,0.0,18584.0,18584.0,15929.0,85.7,0,0.0,0,0.0,566,2.8,2630,13.4,3648,19.9,3071,16.6,2488,13.7,2134,11.4,1660,9.3,1408,7.4,105,946,508.41746791120784
6.0,9.0,0.0,22325.0,22325.0,14313.0,64.1,0,0.0,0,0.0,1597,6.5,3900,17.2,4709,21.0,4723,21.2,3334,15.4,1513,7.0,901,4.1,1018,4.5,105,946,431.32127387055493
1.0,2.0,0.0,9573.0,9573.0,7258.0,75.8,0,0.0,0,0.0,396,3.7,1364,13.7,1565,16.7,1642,16.7,1447,15.8,797,8.3,649,7.0,942,9.3,105,946,494.18026826150833
0.0,4.0,0.0,7782.0,7782.0,6180.0,79.4,0,0.0,0,0.0,288,3.3,904,11.2,1246,16.0,1346,17.2,1251,16.3,972,12.6,696,9.2,656,8.2,105,946,519.623608320822
0.0,0.0,0.0,10092.0,10092.0,8202.0,81.3,0,0.0,0,0.0,480,4.3,1569,15.0,1997,20.0,1754,17.4,1414,14.3,1002,10.0,639,6.6,703,6.7,105,946,482.1179218758412
0.0,0.0,0.0,30248.0,30248.0,24919.0,82.4,0,0.0,0,0.0,1275,3.9,3934,12.6,5206,17.2,5188,17.1,4467,15.0,3603,11.9,2734,9.3,2371,7.7,105,946,497.8557972184031
2.0,3.0,0.0,7738.0,7738.0,5238.0,67.7,0,0.0,0,0.0,339,4.0,1275,15.8,1691,22.1,1484,19.2,1207,15.9,635,8.6,369,4.7,470,6.0,105,946,445.3759467848805
4.0,5.0,0.0,27893.0,27893.0,19191.0,68.8,0,0.0,0,0.0,1226,4.0,3949,13.7,5927,21.1,6443,23.1,4891,18.0,2402,8.9,1105,4.1,1120,3.9,105,946,548.9031741365939
5.0,3.0,0.0,9883.0,9883.0,6798.0,68.8,0,0.0,0,0.0,496,4.6,1508,14.8,1990,20.2,1795,18.3,1296,13.4,943,9.6,711,7.4,688,6.8,105,946,510.37562992479496
0.0,0.0,0.0,11442.0,11442.0,9334.0,81.6,0,0.0,0,0.0,331,2.8,1564,13.3,2427,21.3,2158,18.9,1727,15.2,1192,10.5,743,6.6,761,6.6,105,946,191.2957511083156
0.0,1.0,0.0,22371.0,22371.0,19624.0,87.7,0,0.0,0,0.0,1589,6.8,4279,18.9,4606,20.7,3917,17.5,3162,14.3,1840,8.3,1210,5.5,1108,4.9,105,946,269.823565314462
0.0,0.0,0.0,15999.0,15999.0,13036.0,81.5,0,0.0,0,0.0,756,4.5,2059,12.7,2358,14.8,2507,15.6,2402,15.2,1693,10.6,1406,8.8,1663,10.3,105,946,240.3440538305984
0.0,0.0,,6472.0,6472.0,5573.0,86.1,0,0.0,0,0.0,333,4.9,1017,15.5,1221,19.0,967,15.0,791,12.3,669,10.4,429,6.8,544,8.2,105,946,244.7429506109887
1.0,0.0,0.0,45198.0,45198.0,39628.0,87.7,0,0.0,0,0.0,1574,3.3,4819,10.5,6284,13.9,7141,15.7,7190,16.0,6303,13.9,5696,12.7,4187,9.3,105,946,284.7223500729386
0.0,0.0,,8086.0,8086.0,6825.0,84.4,0,0.0,0,0.0,206,2.4,876,10.6,1519,18.7,1560,19.4,1266,15.7,873,10.9,641,7.9,713,8.8,105,946,243.13430409248147
0.0,0.0,0.0,8364.0,8364.0,6340.0,75.8,0,0.0,0,0.0,253,2.9,963,11.3,1573,18.7,1744,20.9,1563,18.8,977,11.9,448,5.5,473,5.6,105,946,179.0652537381549
0.0,0.0,0.0,41300.0,41300.0,35930.0,87.0,0,0.0,0,0.0,1950,4.5,5966,14.2,6879,16.8,6313,15.2,6521,15.9,5473,13.3,3970,9.8,2772,6.7,105,946,321.9395745758304
0.0,0.0,0.0,31871.0,31871.0,28614.0,89.8,0,0.0,0,0.0,3102,9.2,6415,20.2,6118,19.2,5537,17.4,4094,13.0,2693,8.5,1636,5.2,1337,4.2,105,946,322.33820381895555
2.0,5.0,0.0,9896.0,9896.0,7591.0,76.7,0,0.0,0,0.0,434,4.2,1289,12.9,1880,18.9,2168,21.9,1739,17.8,1016,10.3,633,6.5,455,4.6,105,946,200.82585996872692
0.0,0.0,0.0,134789.0,134789.0,120607.0,89.5,0,0.0,0,0.0,11448,8.1,25052,18.6,24449,18.2,21919,16.3,21733,16.1,17269,13.0,7252,5.5,3652,2.7,105,946,321.90334074223716
1.0,0.0,0.0,48419.0,48419.0,44168.0,91.2,0,0.0,0,0.0,2658,5.2,7749,15.8,9476,19.6,8777,18.1,7794,16.2,5664,11.8,3018,6.4,1910,3.9,105,946,302.5904135194511
0.0,0.0,0.0,11171.0,11171.0,8123.0,72.7,0,0.0,0,0.0,679,5.8,1918,17.0,1975,17.9,1582,14.1,1429,12.9,1005,9.0,908,8.2,1041,9.3,105,946,256.4644602913825
0.0,1.0,0.0,23067.0,23067.0,19217.0,83.3,0,0.0,0,0.0,1408,5.8,3398,14.7,3728,16.2,3938,17.0,3843,16.7,2918,12.8,1775,7.9,1244,5.4,105,946,227.16767833345423
0.0,0.0,0.0,32802.0,32802.0,28176.0,85.9,0,0.0,0,0.0,2436,7.1,7405,22.3,7859,24.2,5232,16.0,3863,11.9,2273,7.0,1607,4.9,1371,4.2,105,946,254.73560258896293
0.0,2.0,0.0,29812.0,29812.0,24571.0,82.4,0,0.0,0,0.0,1539,4.9,4482,14.8,5188,17.5,4952,16.5,4697,15.9,3269,11.0,2315,7.8,2078,6.9,105,946,253.28938862778105
1.0,2.0,0.0,20511.0,20511.0,18786.0,91.6,0,0.0,0,0.0,2147,10.0,4747,23.1,4207,20.7,3390,16.6,2972,14.6,1748,8.7,575,2.9,405,1.9,105,946,179.11684285369265
0.0,1.0,0.0,8464.0,8464.0,7086.0,83.7,0,0.0,0,0.0,261,2.9,1276,14.7,1765,21.0,1443,17.0,1353,16.1,922,11.0,460,5.6,531,6.1,105,946,200.25307686908565
0.0,3.0,0.0,4332.0,4332.0,3556.0,82.1,0,0.0,0,0.0,127,2.8,410,9.3,828,18.8,996,23.1,560,13.2,384,8.7,418,9.8,355,8.1,105,946,185.3889741308031
2.0,12.0,0.0,9541.0,9541.0,7641.0,80.1,0,0.0,0,0.0,295,2.9,1335,13.7,1946,20.5,1590,16.8,1271,13.4,1001,10.5,832,8.8,798,8.4,105,946,131.41646431470605
0.0,0.0,0.0,50581.0,50581.0,44216.0,87.4,0,0.0,0,0.0,2877,5.4,6954,13.7,7942,15.7,8443,16.7,7805,15.6,6109,12.1,4716,9.4,3736,7.4,105,946,272.04646105783667
0.0,2.0,0.0,18219.0,18219.0,15778.0,86.6,0,0.0,0,0.0,1373,7.2,3587,19.5,3503,19.4,2748,15.0,2614,14.4,1836,10.2,1121,6.2,898,4.9,105,946,197.93152074001827
1.0,2.0,0.0,20919.0,20919.0,18032.0,86.2,0,0.0,0,0.0,1685,7.7,3725,17.8,3684,17.6,3751,17.9,3424,16.5,2117,10.2,1164,5.6,887,4.2,105,946,143.0678232365278
0.0,0.0,0.0,24451.0,24451.0,21121.0,86.4,0,0.0,0,0.0,1238,4.8,3365,13.6,3695,15.2,3496,14.2,3822,15.6,3684,15.1,2689,11.2,1625,6.7,105,946,312.0189097421252
3.0,35.0,0.0,6792.0,6792.0,4632.0,68.2,0,0.0,0,0.0,91,1.2,690,9.8,1252,18.4,1248,18.4,1037,15.4,782,11.5,689,10.2,631,9.3,105,946,99.50691745546845
0.0,1.0,0.0,6151.0,6151.0,4343.0,70.6,0,0.0,0,0.0,193,3.0,755,12.0,1089,17.8,992,16.2,944,15.4,774,12.7,497,8.2,534,8.6,105,946,217.19860810384384
2.0,7.0,0.0,17937.0,17937.0,13971.0,77.9,0,0.0,0,0.0,423,2.2,1900,10.3,3005,16.8,3149,17.5,2887,16.2,2239,12.5,1784,10.0,1579,8.8,105,946,115.95729183919812
1.0,2.0,0.0,6443.0,6443.0,5373.0,83.4,0,0.0,0,0.0,243,3.6,802,12.2,1006,15.7,1112,17.1,1134,17.8,663,10.4,497,7.7,614,9.5,105,946,142.8921725734326
0.0,0.0,,35143.0,35143.0,29774.0,84.7,0,0.0,0,0.0,1439,3.9,5036,14.1,6748,19.3,6361,18.1,5622,16.1,3708,10.7,2381,6.8,2346,6.6,105,946,280.1079303279561
0.0,1.0,0.0,21509.0,21509.0,18623.0,86.6,0,0.0,0,0.0,1011,4.5,2747,12.6,4000,18.5,4547,21.2,3790,17.7,2562,12.0,1389,6.6,887,4.1,105,946,157.32464995331344
0.0,0.0,0.0,29253.0,29253.0,24714.0,84.5,0,0.0,0,0.0,1000,3.2,3538,11.9,5454,18.6,6122,20.9,5027,17.4,2827,9.8,2007,6.9,2026,6.9,105,946,317.33300853182436
1.0,4.0,0.0,30264.0,30264.0,26450.0,87.4,0,0.0,0,0.0,3128,9.9,7462,24.6,6412,21.5,4295,14.2,3482,11.6,2116,7.0,1385,4.6,1222,4.0,105,946,190.25867785234297
0.0,1.0,0.0,13367.0,13367.0,11779.0,88.1,0,0.0,0,0.0,339,2.4,1454,10.6,2233,16.7,2390,17.8,2454,18.4,1829,13.8,1171,8.8,972,7.3,105,946,293.8456367298306
1.0,7.0,0.0,12046.0,12046.0,10214.0,84.8,0,0.0,0,0.0,334,2.7,1408,11.4,2092,17.4,2067,17.1,1974,16.4,1487,12.5,959,8.1,1001,8.2,105,946,140.42222965169253
0.0,2.0,0.0,42521.0,42521.0,36231.0,85.2,0,0.0,0,0.0,2552,5.7,6470,15.1,7050,16.7,8354,19.4,7993,19.1,4401,10.4,3001,7.2,1880,4.4,105,946,164.31986717492822
0.0,0.0,0.0,23605.0,23605.0,20177.0,85.5,0,0.0,0,0.0,1043,4.2,3455,14.4,4318,18.4,4350,18.3,4052,17.4,2536,10.8,1640,7.0,1338,5.6,105,946,332.21623412637115
3.0,3.0,0.0,285980.0,285980.0,248178.0,86.8,0,0.0,0,0.0,13244,4.4,30363,10.6,33631,11.8,44451,15.4,49630,17.4,42953,15.0,32189,11.4,24108,8.4,105,946,237.34397945550813
0.0,0.0,0.0,14581.0,14581.0,12775.0,87.6,0,0.0,0,0.0,632,4.1,2348,15.8,3084,21.3,2516,17.3,2141,14.8,1620,11.2,1098,7.6,757,5.2,105,946,301.3583812050612
0.0,1.0,0.0,57674.0,57674.0,51452.0,89.2,0,0.0,0,0.0,6059,10.0,14765,25.4,13133,23.1,8965,15.5,6880,12.1,3626,6.4,2015,3.5,1367,2.4,105,946,222.91735120078155
0.0,2.0,0.0,5020.0,5020.0,4006.0,79.8,0,0.0,0,0.0,168,3.2,770,14.9,1154,23.0,1131,22.5,907,18.4,418,8.5,163,3.3,157,3.0,105,946,155.24879669498233
0.0,0.0,0.0,14056.0,14056.0,12143.0,86.4,0,0.0,0,0.0,351,2.4,1605,11.1,2566,18.3,2957,20.9,2710,19.5,1567,11.3,1106,7.9,831,6.0,105,946,269.4477733943735
0.0,1.0,0.0,37954.0,37954.0,32798.0,86.4,0,0.0,0,0.0,2152,5.4,5997,15.6,7087,18.7,6596,17.4,5930,15.7,4365,11.6,2791,7.4,1979,5.2,105,946,298.51898724641404
5.0,65.0,0.0,10868.0,10868.0,8758.0,80.6,0,0.0,0,0.0,313,2.8,1245,11.2,2059,18.9,2111,19.5,1738,16.1,1308,12.1,867,8.1,737,6.7,105,946,94.96421937361853
5.0,16.0,0.0,96461.0,96461.0,84585.0,87.7,0,0.0,0,0.0,5373,5.3,13348,13.8,14775,15.3,16570,17.1,16765,17.5,12467,13.0,8445,8.9,5525,5.7,105,946,177.72692418884975
0.0,15.0,0.0,14348.0,14348.0,12397.0,86.4,0,0.0,0,0.0,869,5.8,2516,17.3,2829,19.9,2513,17.5,2157,15.2,1314,9.2,841,5.9,770,5.3,105,946,159.28241637052227
0.0,0.0,0.0,75033.0,75033.0,68359.0,91.1,0,0.0,0,0.0,9011,11.5,20951,27.8,19300,25.9,13029,17.5,6971,9.5,2586,3.5,1473,2.0,1029,1.4,105,946,223.61978125600916
0.0,1.0,0.0,34963.0,34963.0,29681.0,84.9,0,0.0,0,0.0,2021,5.5,5406,15.3,5942,17.1,5530,15.8,4887,14.1,3695,10.6,3348,9.6,2750,7.9,105,946,241.49850522665167
0.0,0.0,0.0,20890.0,20890.0,15517.0,74.3,0,0.0,0,0.0,1191,5.4,3184,15.1,3691,17.7,3595,17.2,3179,15.3,2199,10.6,1451,7.0,1392,6.6,105,946,218.65238943856824
0.0,0.0,0.0,12730.0,12730.0,9028.0,70.9,0,0.0,0,0.0,556,4.1,1828,14.1,2329,18.4,2392,18.7,2370,18.8,1298,10.4,687,5.4,812,6.4,105,946,274.63021248132816
69.0,171.0,0.0,240922.0,240922.0,199257.0,82.7,0,0.0,0,0.0,21696,8.1,42947,17.9,51880,21.1,50316,21.4,36708,15.3,25747,11.1,8801,3.9,1847,0.7,90,960,76.72879225577093
3.0,4.0,0.0,42543.0,42543.0,32637.0,76.7,0,0.0,0,0.0,9507,20.2,14697,35.6,9164,21.7,5912,14.4,2046,5.1,572,1.4,389,0.9,187,0.5,90,960,171.55825451097508
8.0,32.0,0.0,127723.0,127723.0,106029.0,83.0,0,0.0,0,0.0,18365,13.0,33488,26.5,27194,21.5,20847,16.6,12167,9.9,6938,5.5,4380,3.6,2656,2.0,90,960,141.06030537471872
7.0,28.0,0.0,33515.0,33515.0,26312.0,78.5,0,0.0,0,0.0,2191,5.9,5132,15.1,6568,19.4,7244,21.6,5646,17.3,3083,9.5,1536,4.7,1313,3.9,90,960,190.00743800584382
1.0,6.0,0.0,78197.0,78197.0,63432.0,81.1,0,0.0,0,0.0,13077,15.1,21987,28.7,16740,21.5,12587,16.6,5911,7.9,3037,3.9,2187,3.0,1636,2.0,90,960,206.38668603510115
75.0,102.0,0.0,226949.0,226949.0,180702.0,79.6,0,0.0,0,0.0,19626,7.8,37954,16.8,46824,20.2,51125,22.8,32632,14.9,19227,8.5,11068,5.2,5266,2.3,90,960,140.78392399202468
0.0,0.0,0.0,152278.0,152278.0,125604.0,82.5,0,0.0,0,0.0,13351,8.0,26504,17.5,26650,17.4,25576,16.9,20045,13.3,15059,10.0,10421,7.0,9055,5.9,90,960,387.7376595401746
0.0,1.0,0.0,30374.0,30374.0,20412.0,67.2,0,0.0,0,0.0,3124,9.4,6699,22.0,6218,20.7,4739,15.8,3194,10.8,2197,7.3,1636,5.5,1553,5.0,90,960,434.7542598002929
0.0,0.0,0.0,162232.0,162232.0,102064.0,62.9,0,0.0,0,0.0,20997,11.8,42572,26.3,40119,24.8,29657,18.7,14323,9.2,6792,4.2,4198,2.7,2325,1.4,90,960,459.4843800032877
1.0,17.0,0.0,89699.0,89699.0,64946.0,72.4,0,0.0,0,0.0,9989,10.0,18772,21.1,22283,24.3,21186,24.3,10568,12.2,4619,5.3,1568,1.9,438,0.5,90,960,119.37796543474856
9.0,27.0,0.0,13069.0,13069.0,9616.0,73.6,0,0.0,0,0.0,822,5.7,1874,14.2,2472,18.6,3003,22.9,2118,17.0,1127,8.6,736,6.0,522,3.8,90,960,102.85366623266019
0.0,2.0,0.0,6152.0,6152.0,3758.0,61.1,0,0.0,0,0.0,424,6.2,956,15.4,1158,18.7,1331,21.5,1046,17.6,673,11.0,382,6.7,113,1.8,90,960,64.4719961624054
11.0,17.0,0.0,8851.0,8851.0,6940.0,78.4,0,0.0,0,0.0,692,7.1,1388,15.7,1370,15.5,1660,18.4,1585,18.3,1010,11.6,531,6.3,364,4.0,90,960,102.24182247425425
2.0,5.0,0.0,12872.0,12872.0,10105.0,78.5,0,0.0,0,0.0,659,4.6,2505,18.6,3567,27.8,2821,22.4,1542,12.5,761,6.0,464,3.8,341,2.6,90,960,70.65761017382056
1.0,9.0,0.0,49474.0,49474.0,36419.0,73.6,0,0.0,0,0.0,3601,6.6,8373,16.7,11897,23.5,11968,24.7,6714,14.1,3474,7.1,1943,4.1,949,1.9,90,960,78.6531841252657
13.0,21.0,0.0,474576.0,474576.0,417187.0,87.9,0,0.0,0,0.0,46445,8.8,88152,18.7,93862,19.5,92995,19.9,63496,13.7,42830,9.1,25786,5.7,13782,2.9,90,960,144.86144117045285
16.0,13.0,0.0,328306.0,328306.0,221662.0,67.5,0,0.0,0,0.0,50176,13.8,80823,25.2,67992,20.4,66671,20.6,38603,12.3,14853,4.7,5551,1.8,2469,0.8,90,960,110.65508340182836
1.0,2.0,0.0,154024.0,154024.0,118407.0,76.9,0,0.0,0,0.0,15447,9.0,27920,18.3,28636,18.3,32465,21.1,25148,16.7,14107,9.4,6111,4.2,2624,1.7,90,960,143.96040107515267
0.0,0.0,,47679.0,47679.0,26884.0,56.4,0,0.0,0,0.0,2097,4.0,5502,11.3,8913,18.3,11342,23.7,8858,19.2,5107,10.9,2797,6.1,1849,3.8,90,960,180.91683566048414
11.0,53.0,0.0,16291.0,16291.0,12303.0,75.5,0,0.0,0,0.0,1271,7.1,2738,16.7,3220,19.6,3776,23.1,2881,18.4,1421,8.9,694,4.5,222,1.4,90,960,38.74124455404322
15.0,31.0,0.0,428330.0,428330.0,366259.0,85.5,0,0.0,0,0.0,49910,10.5,95996,22.5,91652,21.4,75516,18.0,46643,11.1,34905,8.2,21358,5.3,8219,1.9,90,960,116.7311366618328
15.0,24.0,0.0,110812.0,110812.0,83459.0,75.3,0,0.0,0,0.0,19654,16.0,34762,31.8,26425,24.1,16762,15.7,6768,6.4,2933,2.7,1679,1.6,1093,1.0,90,960,103.62210040843156
88.0,191.0,0.0,592846.0,592846.0,471947.0,79.6,0,0.0,0,0.0,46613,7.1,99739,16.7,135476,22.4,146802,25.1,88963,15.6,41330,7.1,20321,3.6,8786,1.5,90,960,40.321955551950886
15.0,20.0,0.0,202484.0,202484.0,166691.0,82.3,0,0.0,0,0.0,23819,10.6,40357,20.3,40807,19.7,49476,24.5,32096,16.7,9929,5.1,3457,1.8,1615,0.8,90,960,159.2001397550676
1.0,4.0,0.0,453881.0,453881.0,365903.0,80.6,0,0.0,0,0.0,13446,2.7,34946,7.5,66928,14.2,107260,23.3,98350,22.2,70473,15.6,40796,9.6,14311,3.1,90,960,162.40275287147634
24.0,62.0,0.0,250405.0,250405.0,201820.0,80.6,0,0.0,0,0.0,28061,10.1,51147,20.7,48695,19.3,47422,19.1,32667,13.4,19701,8.0,11266,4.7,6995,2.7,90,960,113.29982614539604
1.0,2.0,0.0,203820.0,203820.0,152469.0,74.8,0,0.0,0,0.0,19149,8.4,35088,17.4,37667,18.2,46538,22.7,34943,17.8,17564,8.8,8668,4.5,2752,1.3,90,960,136.4268391210471
9.0,18.0,0.0,160887.0,160887.0,137735.0,85.6,0,0.0,0,0.0,13684,7.7,28959,17.9,38652,23.5,41141,25.9,22999,15.0,8784,5.6,4038,2.7,1729,1.1,90,960,123.5469344344697
9.0,13.0,0.0,100602.0,100602.0,90122.0,89.6,0,0.0,0,0.0,8251,7.4,17121,17.0,16466,16.5,14877,14.9,12699,12.8,9953,10.0,6960,7.1,8319,8.0,90,960,594.1353115979613
54.0,46.0,0.0,30916.0,30916.0,23992.0,77.6,0,0.0,0,0.0,2144,6.3,4875,15.6,5116,16.6,4674,15.2,3874,12.7,3196,10.4,2775,9.1,2714,8.7,90,960,595.5561308383438
0.0,0.0,0.0,16928.0,16928.0,12562.0,74.2,0,0.0,0,0.0,608,3.2,2307,13.0,3423,20.2,3406,20.1,2918,17.5,1813,11.1,1068,6.4,926,5.5,90,960,571.9569013478167
0.0,2.0,0.0,19263.0,19263.0,15700.0,81.5,0,0.0,0,0.0,712,3.3,2676,13.3,3943,20.5,3570,18.7,2870,15.1,2034,10.8,1160,6.2,1309,6.5,90,960,515.389459955179
0.0,3.0,0.0,27577.0,27577.0,23502.0,85.2,0,0.0,0,0.0,1252,4.1,4344,15.2,5643,20.6,5214,18.8,4268,15.9,2697,9.9,1703,6.4,1492,5.3,90,960,491.07490635866003
0.0,0.0,0.0,12407.0,12407.0,10670.0,86.0,0,0.0,0,0.0,456,3.3,1730,13.4,2289,18.7,2460,19.5,2109,17.6,1001,8.3,714,5.8,978,7.7,90,960,498.1391809556157
0.0,0.0,0.0,52297.0,52297.0,47027.0,89.9,0,0.0,0,0.0,3340,5.8,9365,17.5,10191,19.8,9153,17.4,8292,16.1,5243,10.2,3099,6.1,2325,4.4,90,960,476.44654345148996
0.0,0.0,0.0,13712.0,13712.0,11146.0,81.3,0,0.0,0,0.0,429,2.9,1705,11.9,2273,16.8,2456,17.6,2498,18.5,1646,12.3,992,7.4,1027,7.3,90,960,482.59466580412516
0.0,1.0,0.0,10991.0,10991.0,8900.0,81.0,0,0.0,0,0.0,281,2.4,1161,10.1,1842,16.7,2171,19.5,1905,17.7,1283,11.7,890,8.4,858,7.6,90,960,513.3632365129736
1.0,1.0,0.0,15776.0,15776.0,12681.0,80.4,0,0.0,0,0.0,621,3.6,2415,14.6,3101,20.0,2990,18.7,2622,17.1,1556,10.0,1039,6.7,896,5.6,90,960,518.706434369738
1.0,4.0,0.0,23459.0,23459.0,19756.0,84.2,0,0.0,0,0.0,1008,3.9,3665,15.0,4272,18.6,3609,15.2,3468,15.1,2709,11.6,2027,8.9,1693,7.1,90,960,495.77490784180264
0.0,0.0,0.0,120898.0,120898.0,106413.0,88.0,0,0.0,0,0.0,10828,8.1,23308,19.2,22241,18.6,21380,17.6,20050,16.8,12632,10.8,5690,4.9,3163,2.6,90,960,546.2578731960674
0.0,0.0,0.0,15602.0,15602.0,12915.0,82.8,0,0.0,0,0.0,2210,12.8,4442,28.5,3303,21.8,2021,13.1,1388,9.2,918,5.9,631,4.2,423,2.7,90,960,540.3010677004972
